343

0	10
0	1
0	12
0	8
0	9
1	3
1	11
1	12
1	10
2	8
2	13
2	6
2	20
2	16
2	22
3	10
3	4
4	10
4	50
4	51
5	6
5	150
5	161
5	157
5	17
5	20
6	20
6	13
6	149
6	150
8	15
8	9
8	12
8	11
8	13
8	22
9	36
9	10
9	15
9	34
10	36
10	29
10	50
11	12
11	151
11	149
11	13
13	6
13	149
14	22
14	16
14	20
14	25
15	22
15	19
15	34
16	20
16	22
17	20
17	157
17	18
17	24
18	24
18	21
18	7
18	160
18	159
7	21
7	155
7	160
19	22
19	26
19	34
20	25
20	24
20	6
21	24
21	295
21	294
21	164
21	155
22	25
22	297
22	31
22	26
24	295
24	25
25	295
25	297
26	31
26	27
26	34
27	31
27	33
27	34
28	37
28	323
28	31
29	36
29	30
29	50
30	36
30	35
30	59
30	58
30	54
30	49
30	38
30	46
30	50
31	297
31	342
31	322
31	323
31	37
31	33
342	297
342	309
342	325
342	326
342	37
342	322
32	73
32	71
32	62
32	35
33	37
34	36
35	36
35	62
35	59
37	308
37	306
37	302
37	305
37	303
37	326
37	322
37	323
38	49
38	41
38	42
38	47
38	40
38	44
38	46
39	45
39	40
39	43
40	45
40	44
40	47
40	48
40	43
41	42
41	49
41	55
41	56
42	47
42	43
43	47
44	51
44	50
44	46
44	48
45	48
46	50
49	54
49	55
50	51
52	58
52	54
52	53
52	61
53	54
53	55
53	56
53	57
53	60
53	61
54	58
54	55
55	56
56	57
57	60
58	59
58	66
58	61
59	66
59	62
60	61
60	70
61	66
61	72
61	67
61	68
61	69
61	70
62	71
62	72
62	66
63	70
63	69
63	65
64	67
64	68
65	68
65	69
66	72
67	71
67	72
67	68
68	69
69	70
71	73
71	72
74	79
74	91
75	108
75	103
75	115
75	78
75	85
75	84
76	92
76	78
76	86
76	79
77	110
77	273
77	143
77	139
77	148
77	81
77	87
273	166
273	154
273	159
273	161
273	143
273	104
78	115
78	85
78	86
79	92
79	91
80	86
80	83
81	148
81	87
81	82
81	83
82	87
82	108
82	83
82	84
83	84
83	86
84	108
84	85
84	86
85	86
87	110
87	101
87	108
88	95
88	107
88	115
88	92
88	91
88	93
88	94
89	96
89	93
89	97
90	124
90	98
90	97
91	92
91	96
92	115
93	94
93	97
94	95
94	98
94	97
95	98
95	122
95	135
95	107
97	98
98	122
98	124
99	102
99	112
99	108
99	111
100	111
100	103
100	105
100	114
100	115
101	108
101	110
101	104
101	113
101	102
102	108
102	112
102	109
102	113
103	111
103	115
104	113
104	166
104	110
105	111
105	106
105	114
106	128
106	179
106	111
106	114
107	135
107	126
107	114
107	115
108	111
109	112
109	167
109	169
109	168
109	113
110	166
111	112
112	167
112	179
113	166
113	168
114	128
114	126
114	115
116	118
116	120
116	119
116	122
116	124
117	121
117	120
118	120
119	120
119	123
119	131
119	134
119	122
120	123
120	121
121	123
121	209
121	216
122	134
122	130
122	135
122	124
123	131
123	209
125	134
125	133
125	128
125	135
126	135
127	133
127	184
127	185
127	132
128	135
128	133
128	189
128	180
128	171
128	179
129	133
129	132
130	134
130	135
131	211
131	199
131	193
131	132
131	134
131	123
131	209
132	193
132	185
132	133
132	134
133	184
133	189
133	134
134	135
136	150
136	149
136	151
136	138
136	147
136	144
137	142
137	146
137	141
138	151
138	140
138	142
138	148
138	147
139	143
139	148
140	151
140	142
141	142
141	145
142	148
142	146
143	161
143	144
143	148
144	150
144	161
144	143
144	148
144	147
146	142
146	148
148	143
148	142
149	150
149	151
150	161
153	156
153	155
153	160
153	159
153	154
153	162
154	159
154	162
154	168
154	166
155	164
155	165
155	156
155	160
156	165
156	169
156	163
156	162
158	157
158	159
159	160
159	157
159	161
161	157
162	163
162	168
163	169
163	168
164	294
164	299
164	165
165	299
165	172
165	174
165	181
165	169
166	168
167	169
167	181
167	177
167	179
168	169
170	177
170	183
170	180
170	175
170	179
171	180
171	175
171	179
172	299
172	298
172	341
172	174
172	236
341	236
341	182
341	173
341	174
173	182
173	190
173	178
173	176
173	174
174	176
174	181
175	179
175	180
176	178
176	263
176	177
176	181
263	183
263	177
177	181
177	183
177	179
178	190
178	189
178	180
178	183
180	183
180	189
182	236
182	197
182	191
182	190
184	192
184	189
184	196
184	186
184	185
185	186
185	187
185	193
186	196
186	187
187	196
187	188
187	194
187	193
188	195
188	221
188	194
188	196
189	190
189	192
190	191
190	195
190	192
191	197
191	195
192	195
192	196
193	194
193	213
193	199
194	221
194	229
194	213
195	265
195	220
195	221
195	262
195	197
195	196
197	262
197	236
198	213
198	199
198	208
198	214
198	215
198	203
199	213
199	208
199	211
200	214
200	208
201	204
201	215
202	217
202	216
203	213
203	207
203	218
203	204
203	215
204	212
204	218
204	215
205	223
205	227
205	206
206	227
206	222
206	218
206	212
207	218
207	222
207	229
207	213
208	214
208	211
208	210
209	211
209	217
209	216
210	211
210	217
212	218
213	229
216	217
218	222
219	224
219	232
219	228
219	230
219	231
219	226
219	225
220	231
220	230
220	265
220	221
221	231
221	222
221	229
222	227
222	226
222	231
222	229
223	225
223	227
224	232
224	225
225	226
225	227
226	231
226	227
228	232
228	277
228	268
228	324
228	266
228	230
324	268
324	259
324	261
324	266
324	230
230	266
230	265
230	231
236	262
236	260
236	240
236	245
236	244
236	250
236	298
236	254
237	255
237	241
237	254
237	248
237	252
238	248
238	246
238	249
238	240
238	245
239	272
239	275
239	257
240	264
240	271
240	249
240	245
240	260
241	254
241	244
241	242
241	255
242	255
242	311
242	243
242	247
242	244
243	311
243	296
243	253
243	247
244	254
244	247
244	250
245	248
245	254
246	252
246	257
246	249
246	248
247	250
247	251
247	253
248	252
248	254
249	257
249	271
250	251
251	253
251	298
252	256
252	257
253	296
255	256
255	319
255	313
255	311
256	319
256	320
256	284
256	282
256	257
257	282
257	272
257	267
257	268
257	271
258	264
258	261
258	266
258	260
259	268
259	264
259	261
260	264
260	266
260	265
260	262
261	264
261	266
262	265
264	271
264	268
265	266
267	275
267	269
267	276
267	268
268	276
268	277
268	271
268	264
269	275
269	152
269	276
152	278
152	274
152	279
152	275
152	269
152	276
270	280
270	281
270	279
270	274
272	282
272	281
272	279
272	275
274	279
275	279
276	277
279	281
281	289
281	284
281	282
282	284
283	289
283	285
283	286
283	287
284	320
284	287
284	289
285	286
285	289
286	287
286	288
287	288
